Deal ID,Spatial accuracy level,Location,Point,Facility name,Location description,Comment on location
7058,Approximate location,"Katsina State Government House Traffic Cir, Katsina, Nigeria","12.99616,7.62823",,,
7059,Administrative region,Blue Nile River,"12.36909,34.35985",,,"Nile river in northern Sudan. bordered by the Northern state, Khartoum state and the State of North Kurdufan."
7071,Approximate location,"Lake Naivasha, Kenya","-0.77538,36.37148",,,Kingfisher and Flamingo Farms
7071,Approximate location,"Mount Kenya, Kenya","-0.15214,37.30841",,,Ibis and Suraji Farms
7085,Coordinates,"Kilak, Amuru","3.41782,32.13112",Atiak Sugar Factory,,
7086,Administrative region,"Mbeya, Tanzania","-8.9094,33.46077",,,"Tukuyu Township, Katumba Factory"
7087,Coordinates,"Madudu, Mubende","0.67306,31.45972",Farmosa,,
7090,Exact location,"Karebe Gold Mining Ltd, Kenya","-0.03166,35.02367",,,Nandi County. Location of processing plant.
7092,Approximate location,"Gweru, Zimbabwe","-19.46853,29.81208",,,"Commoner Mine Limited (CML) comprises 32 mining blocks covering 5 five mines near Gweru in Midlands Province, central Zimbabwe; Bee Mine, Bee Eater Mine, Pame­la Mine, Commoner Mine and Welcome Back Mine."
7093,Administrative region,"Mbala, Zambia","-8.85364,31.3656",,,
7094,Approximate location,"Mbala, Zambia","-8.85364,31.3656",,,
7095,Administrative region,"Ruhengeri, Rwanda","-1.50346,29.63253",,,"Musanze, Rwanda,"
7096,Exact location,"M1, Malawi","-16.05107,34.82104",,,"The cooperative is situated in Chikwawa district along M1 Road, a few kilometres away from Illovo Nchalo sugarcane estate in the area of Traditional Authority (TA) Maseya"
7097,Administrative region,"Naamacha, Mozambique","-25.98709,32.0326",,,"Namaacha district, Umbelúzi"
7097,Administrative region,"Boane, Mozambique","-26.04027,32.32776",,,
7098,Exact location,"Chemba, Mozambique","-17.33236,34.97883",,,
7100,Coordinates,"Atiak, Amuru","2.86162,31.70448",Omer Farm,,
7108,Exact location,"Kawambwa, Zambia","-9.7937,29.0809",,,"Chibote village, Kawambwa district of Luapula Province situated in the Luena farm bloc, about 70 kilometres from Kawambwa town. coordinates are listed in the EIA report but they do not make sense."
7110,Administrative region,"Chibombo, Zambia","-14.65543,28.08886",,,
7120,Coordinates,"Bwikhonge, Bulambuli District","1.43461,34.28943",Mara Agriculture Uganda Limited,,
7125,Administrative region,"South Kordofan, Sudan","11.19902,29.41793",,,Kalogi
7130,Administrative region,"Apouh, Edea, Cameroon","3.79535,10.13672",Société des Palmeraies de la Ferme Suisse,,
7143,Coordinates,"Lukaya, Uganda","-0.15114,31.90334",Lukaya Natural Rice Farm,,Spatial data derived from the Mapathon 2020.
7147,Coordinates,"Namulanda, Entebbe","0.14489,32.55263",Rosebud Limited Farm,,
7149,Coordinates,"Magodesi, Manafwa District","0.83582,34.25572",Namekara Vermiculite Mine,,
7160,Approximate location,"Hima, Uganda","0.2935,30.18491",Kasese Business and Industrial Park,,
7161,Approximate location,Uganda,"0.53025,33.23905",Jinja Business and Industrial Park,,
7163,Administrative region,"Antsirabe, Madagascar","-19.87301,47.02912",,,village of Farihitsara in central highlands
7169,Country,Ghana,"7.94653,-1.02319",,,
7175,Approximate location,"Arapai, Uganda","1.78209,33.63436",,,
7182,Coordinates,"Nwoya, Uganda","2.77452,31.67584",Northern Uganda Agricultural Center,,
7203,Coordinates,"Tororo, Uganda","0.61886,34.15933",,,
7204,Administrative region,"Omusati Region, Namibia","-18.40703,14.84546",,,Omahenene area of the Omusati region
7248,Coordinates,"Anaka, Uganda","2.52674,32.00598",FOL FARM,,
7359,Coordinates,Ghana,"7.01248,-2.35605",,Kenyasi in the Brong-Ahafo region,Approximately 180 miles north-west of the capital city (Accra)
7360,Exact location,"New Abirem, Ghana","6.35549,-1.01398",,Birim North district of the eastern region,80 miles northwest of the capital city of Accra
7389,Coordinates,"Lomie, Cameroon","3.25588,13.72593",,,
7391,Coordinates,"Mindourou, Cameroon","3.56389,13.69998",,,
7392,Coordinates,"Bertoua, Cameroon","4.79583,13.69167",,,
7396,Coordinates,Ghana,"6.31121,-2.38229",,Located south western Ghana,"100 km south west of Kumasi

Spatial data derived from the Mapathon 2020."
7398,Approximate location,"Pujehun, Sierra Leone","7.3563,-11.72106",,Pujehun district in the southern province of Sierra leone,Southern district of Sierra Leone
7399,Exact location,"Port Loko, Sierra Leone","8.70912,-12.71351",,Northern province of the Republic of Sierra Leone,"Mafokie Chiefdom. Port Loko has excellent logistical advantages: It is just 1h30 from Freetown, Sierra Leone's capital, and one of the largest harbours in West Africa."
7401,Coordinates,"Mindourou, Cameroon","3.59068,13.50548",,,
7402,Coordinates,"Edea, Cameroon","3.94197,10.23236",,,Added area in contract shapefile derived from Cameroon Forest Management Units
7403,Coordinates,"Yokadouma, Cameroon","2.84559,15.86563",,,Added area in contract shapefile derived from Cameroon Forest Management Units
7405,Exact location,"Belabo, Cameroon","5.32379,11.74241",,,
7406,Administrative region,"Sinoe, Liberia","5.49871,-8.66006",,Nomupoh  district,"Sinoe County, Numopoh district"
7411,Coordinates,"Yoko, Cameroon","5.3218,12.06514",,,
7412,Coordinates,"Mvangane, Cameroon","2.698,11.93928",,,
7413,Coordinates,"Ambam, Cameroon","2.54093,11.39883",,,
7414,Coordinates,"Maan, Cameroon","2.26162,10.38949",,,
7415,Coordinates,"Kilak, Amuru","2.86402,31.70421",Astarc Farm,,
7425,Coordinates,"Yokadouma, Cameroon","2.97665,14.46924",,,Added contract area polygon derived from Cameroon Forest Management Units
7426,Coordinates,"Yokadouma, Cameroon","3.57501,14.63517",,,
7427,Coordinates,"Lomie, Cameroon","3.36877,14.41274",,,
7428,Exact location,"Messok, Cameroon","3.59113,14.27445",,,
7429,Exact location,"Abong Mbang, Cameroon","3.76014,13.41453",,,
7430,Coordinates,"Doume, Cameroon","4.03451,13.41577",,,
7431,Coordinates,"Belabo, Cameroon","5.35098,13.13366",,,
7432,Exact location,"Boungou, Burkina Faso","12.00511,1.39865",Boungou mine,"BOUNGOU, GNAGNA, BURKINA FASO","Located in the Est region in south east Burkina Faso about 320 km east of Ouagadougou. It is centred on UTM coordinates 326,500 mE and 1,327,500 mN (WGS84z31).
Boundary details from technical report, available through investor website."
7434,Administrative region,"Leraba, Burkina Faso","10.44954,-5.30067",,,Located in the south-west of Burkina Faso encapsulated in the Loumana Birimian greenstone belt.
7443,Country,Burkina Faso,"11.60558,-1.11496",,Located in southcentral Burkina Faso,"The Kiaka Project is located  approximately 140 km southeast of the country’s capital, Ouagadougou."
7494,Administrative region,"Benue, Nigeria","7.35083,8.83628",,,"Located in Howe, Gwer East local government area in Benue State."
7495,Approximate location,"Tsrefe, Ghana","6.5114,0.4998",,,Located in Tsrefe in the Adaklu district of the Volta Region.
7500,Coordinates,"Moloundou, Cameroon","1.93343,15.74426",,,
7501,Approximate location,"Koka, Koka Nagawo, Ethiopia","8.43442,39.0308",,,"The company is based in Koka, Oromia Region"
7504,Approximate location,"Bulembu, Eswatini","-25.94805,31.13381",,,"Located in Bulembu, a small town in northern part of Eswatini."
7519,Country,Zimbabwe,"-19.01544,29.15486",,,
7620,Approximate location,"Luderitz, Namibia","-26.64204,15.16391",,,
7621,Exact location,"Ngiro-are Road, Kenya","-1.22195,35.11365",,,"Located north of the Maasai Mara national reserve, in the south-western corner of Kenya."
7623,Exact location,"Minvoul, Gabon","2.13464,11.72498",,Bittam Rubber Plantation,near Bitam in the Woleu Ntem province (North Gabon)
7624,Exact location,"Makouke, Gabon","-0.55319,10.35745","Makouke, Bindo Bifoun, and Bindo Estates",,Contract area derived from company data
7625,Exact location,Kenya,"-1.39897,35.34663",,,"Located in a pristine part of Narok South district, next to the heavily trafficked tourist destination Masai Mara National Reserve, approximately 250 km from Kenya’s capital."
7626,Exact location,"Mobouka, Gabon","-1.64624,10.88007",Mouila Lot 1,Bilala Palm Oil Mill and 6 estates,"GPS Reference: E 10° 47’ 48”; S1° 35’ 49” for RSPO purposes
in the province of Ngounié, in the departments of Tsamba Magotsi (Fougamou), and Douya-Enoye (Mouila). It is bounded on the north by the river Ngounié and by the N° 1 in the south.

Shapefile of area in operation derived from satellite imagery."
7627,Administrative region,"Gola konneh, Liberia","7.1793,-10.84515",,,Located in Grand Cape Mount towards the Sierra Leone border.
7628,Exact location,"Guidouma, Gabon","-1.63226,10.55174",Mouila Lot 2,,"Departments of Tsamba Magotsi (Fougamou) and Ndolou (Mandji). Ngounié Province, Gabon. GPS reference E 10°24’ – 10°42’ and S 1°26’ - 1°44’

Derived area in operation from satellite imagery"
7629,Exact location,"Mouila, Gabon","-1.99987,11.04802",Mouila Lot 3 and Lot 3 extension,Mouila Lot 3 and Lot 3 extension,"Lot 3 is found on the western side of the River Ngounié flood plain, the concession overlaps with the catchments of five rivers: Douya, Ivevoula, Doumina, Idigui, and Dibotsa, which have their sources in the Tandou Mountains of the Mayombe Massif to the west and flow eastwards emptying into the River Ngounié. The concession is delimited by the N1 road to the east, the River Douya to the north, the lower edge of the Tandou Escarpment to the west and the River Dibotsa to the south. Location information available in RSPO documentation."
7636,Approximate location,"Newton, Sierra Leone","8.33517,-13.00833",,,"Located in Newton, 24 miles from Freetown"
7638,Administrative region,"Keur-Macene, Mauritania","16.55837,-16.23309",,,Irrigated by the Aftout Assahli
7639,Approximate location,"Casablanca, Morocco","33.57311,-7.58984",,,Morocco
7644,Approximate location,"Burera, Rwanda","-1.48777,29.83523",,,"Located in the Northern Province, Burera District"
7648,Approximate location,"Ndego, Rwanda",,,Bramin Maize Farm,"Bramin Maize Farm is located in Ndego sector, Kayonza District of, Eastern Province, on the outskirts of Akagera National Park."
7651,Administrative region,"Inhambane Province, Mozambique","-22.8528,34.55088",,,
7659,Exact location,"Yokadouma, Cameroon","3.53213,15.0499",,,
7672,Administrative region,"Lindi Rural, Tanzania","-10.17914,39.40359",,,Lindi Rural District Tanzania
7679,Administrative region,"Masindi, Uganda","1.68731,31.71385",,,"Two of the four different farm units are located in Masindi districts; Butobe and Kinumi.  Butobe farm unit sits on over 1,000 hectares."
7679,Administrative region,"Kiryandongo, Uganda","1.95304,32.13912",,,Two of the four different farm units are located in Kiryandongo district;  Kigumba and Bweyale.
7682,Administrative region,"Masindi, Uganda","1.68731,31.71385",,,"Currently JI manages a network of 60 Joseph Centers, with 40 around Masindi
and a further 20 in Mubende."
7682,Administrative region,"Mubende, Uganda","0.5539,31.38847",,,"Currently JI manages a network of 60 Joseph Centers, with 40 around Masindi
and a further 20 in Mubende."
7726,Coordinates,"Bagamoyo, Tanzania","-6.31466,38.77388",,,Wami River Ranch
7734,Administrative region,"Kaduna, Nigeria","10.51046,7.41651",,,
7735,Administrative region,"Damau, Nigeria","10.84164,8.4623",Arla Farm,,"The commercial dairy farm currently sits on 200 hectares of land acquired in Damau, Kaduna,"
7736,Approximate location,"Jos, Nigeria","9.89653,8.85833",,"Located inside the National Veterinary Research Institute (NVRI) in Vom, Plateau State.","Vom-Jos, Plateau State"
7740,Approximate location,"Ikun, Nigeria","7.98333,5.2",,,"Located in Ikun-Ekiti, in Moba Local Government Area"
7746,Administrative region,"Mbeya, Tanzania","-8.9094,33.46077",,,"Mbeya region, Chunya district in Kapalala Village"
7747,Administrative region,"Bagamoyo, Tanzania","-6.44563,38.89894",,,"The company is based in Pwani Region, Bagamoyo district in Mkenge village"
7748,Administrative region,"Morogoro, Tanzania","-6.82776,37.65911",,,"The company is based in Morogoro region,  Mvomero district in Nguru Ya Ndege village"
7749,Administrative region,"Bagamoyo, Tanzania","-6.44563,38.89894",,,"The company is based in Pwani  region, Bagamoyo district in Mkoko village"
7750,Administrative region,"Shinyanga, Tanzania","-3.681,33.42714",,,The company is based in Shinyanga region
7751,Approximate location,"Lafiagi, Nigeria","8.85253,5.40443",,,"Located in Lafiagi, Kwara state in Nigeria’s southwest region"
7766,Approximate location,"Nandi Hills, Kenya","0.10307,35.17637",,,"Nandi Hills, west of the Great Rift Valley, approximately 350kms North West of Nairobi, Kenya’s capital."
7775,Administrative region,"Mvomero, Tanzania","-6.23562,38.69375",,,Nguru ya Ndege
7785,Coordinates,"Maboga, Tanzania","-10.45595,39.59496",,,"Iringa Region, in Iringa rural District in Maboga ward and Magunga village"
7786,Coordinates,"Nahukahuka, Tanzania","-10.44537,39.53828",,,"Lindi Region, Lindi Rural District in Nahukahuka ward and Lipome village"
7796,Administrative region,"Kasulu, Tanzania","-4.57024,30.10118",,,"Kitanga, Heru Shingo, Kasulu District in Kigoma Region"
7797,Administrative region,"Tanga, Tanzania","-5.08888,39.10232",,,"Kigombe, Muheza District in Kigoma Region Tanzania"
7801,Administrative region,"Inhambane, Mozambique","-23.86622,35.38268",,,"Inharrime and Jangamo districts , Inhambane Province"
7803,Approximate location,"Mbalé, Central African Republic","6.86809,16.73511",,,"Located in Mbalé, Lobaye, Central African Republic"
7807,Approximate location,"Chibuto, Mozambique","-24.6967,33.54481",,,"Chibuto, Gaza Province in southern Mozambique"
7809,Approximate location,"Baluba, Zambia","-13.02487,28.44665",,,"Located in Babula municipality,  Luanshya in the Copperbelt Province of Zambia"
7827,Administrative region,"Tete, Mozambique","-16.13281,33.60639",,,"The mining concession is located in Chiuta and Moatize districts,  in the province of Tete."
7829,Administrative region,"Tete, Mozambique","-16.13281,33.60639",,,located in the Zambezi coal basin in the Tete Province of Mozambique.
7837,Administrative region,"Moatize, Mozambique","-16.11706,33.72383",,,"The concession is in Moatize district, in the western province of Tete."
7838,Administrative region,"Lofa, Liberia","8.19112,-9.72327",,,"Located in Sazanor town, Quardu-Gboni district in Lofa county 20 kilometres from Voinjama."
7847,Country,Liberia,"6.42805,-9.4295",,,"The Western Cluster iron ore deposits of Mano River, Bea Mountain and Bomi Hills are distributed along the old railway from Mano River in the north to Monrovia on the coast, in western Liberia."
7850,Approximate location,"Metoro, Mozambique","-13.10973,39.87077",,,Ancuabe graphite project is located in the Cabo Delgado province of northern Mozambique. The project is located 80kms by road to Pemba. It is 45kms in direct line.
7851,Administrative region,"Cabo Delgado Province, Mozambique","-12.33355,39.32062",,,"The Balama Graphite Operation is situated in the Cabo Delgado province of northern Mozambique, some 200km west of the port town of Pemba."
7854,Approximate location,"Montepuez, Mozambique","-13.13405,38.99811",,,"The Montepuez graphite project is located near the town of Montepuez in Cabo Delgado, Mozambique"
7868,Coordinates,"Yamane, Sénégal","16.11825,-16.00639",West africa farms,,
7870,Administrative region,"Lofa, Liberia","8.19112,-9.72327",,,Located in Zorzor District Lofa County
7875,Administrative region,"Grand Gedeh, Liberia","5.92221,-8.2213",,,
7876,Administrative region,"Grand Gedeh, Liberia","5.92221,-8.2213",,,Located in Grand Gedeh County
7877,Administrative region,"Nimba, Liberia","6.84276,-8.66006",,,
7879,Administrative region,"Nimba, Liberia","6.84276,-8.66006",,,"Located in Gbi/Doru District, Nimba County."
7890,Administrative region,"Cabo Delgado Province, Mozambique","-12.33355,39.32062",,,"Cabo Delgado Province, in Mozambique, located in the Quirimbas National Park."
7892,Administrative region,"Juarzon, Liberia","5.41133,-8.78392",,,"Sewacajua Community Forest is located in Juarzon, Sinoe County."
7893,Administrative region,"Margibi, Liberia","6.51519,-10.30489",,,"Beahn-Poye Authorized Community Forest is located in Margibi County, Liberia."
7894,Approximate location,"Buchanan, Liberia","5.88725,-10.03037",,,"Big Joe Town, on the outskirts of Buchanan City in Grand Bassa County."
7897,Exact location,"Montepuez, Mozambique","-13.04808,39.27989",,Licence 8245L is only 3 kilometres north-east of Mustang’s plant site and existing ruby deposit.,The Montepuez Ruby Project is located in the Cabo Delgado Province of Northern Mozambique. It is located outside the town of Namanyumbiri  .
7900,Administrative region,"Cabo Delgado Province, Mozambique","-12.33355,39.32062",,,"The Montepuez Ruby Project is located in Cabo Delgado province in north-eastern Mozambique, approximately 170 km west of Pemba"
7906,Administrative region,"Mansa, Zambia","-11.18921,28.88881",,,"The company located Mansa, Luapala province in Zambia"
7907,Approximate location,"Jabal Lado, South Sudan","5.09778,31.58222",,,"The project has been allocated 500 hectares of land in Jebel Ladu, 37 kilometres in the outskirts of Juba city. The company also manages the Jebel Lado project on behalf of CEDASS (deal 1761)."
7907,Administrative region,"Bor, South Sudan","6.21327,31.56554",,,
7907,Administrative region,"Torit, South Sudan","4.41024,32.57404",,,
7909,Exact location,"Lolito, Ghana","5.91595,0.65008",,"The test farm and proposed jatropha plantation site lies between latitudes 6°10’N, 5°45’N and longitudes 30°30’W, 0°45’W",Close to Sogakope.
7911,Coordinates,"Diama, Sénégal","16.3091,-16.26648",Compagnie agricole de Saint Louis (CASL),,
7914,Approximate location,"Lépi, Angola","-12.87483,15.39363",,,"municipality of Lépi, Longonjo (Huambo)."
7915,Approximate location,"Ogun State, Nigeria","6.99797,3.47374",,,"Eggua Yewa North, Ogun State, Abiodun"
7918,Approximate location,"Tayba Alhasanab, Sudan","15.36433,32.52879",,,"it is located 35 km South of Khartoum in an area of 5,000 acres in Tayba Al Hassanab"
7926,Administrative region,"Ndiawdoune, Saint Louis","16.06858,-16.39102",Grands Domaines du Sénégal (GDS),"Grands Domaines du Sénégal (GDS), Ndiawdoune - BP 934, Saint Louis, Sénégal",
7931,Exact location,"Al Wahat Al Dakhla Desert, New Valley Governorate, Egypt","22.75341,28.53242",East Oweinat,,
7932,Coordinates,"Saint Louis, Senegal","16.12508,-16.39942",SOCIÉTÉ DE TOMATES SÉCHÉES,,
7934,Exact location,"Mbane, Saint Louis, Senegal","16.18033,-15.78251",SENEGINDIA,,
7935,Coordinates,"Kolda, Ouassadou","12.85301,-14.12685",Jaky  Rauchaudeau,,
7938,Exact location,"الصالحية الجديدة - طريق ترعة الكسارة - أبوشابى، As Saleheyah Al Gadidah, Qesm as Salheyah Al Gadidah, Ash Sharqia Governorate, Egypt","30.67482,31.91541",Al Salheya,,
7939,Administrative region,"طريق القاهرة اسكندرية الصحراوى، النوبارية، Gharb El Noubareya, El Beheira Governorate, Egypt","30.67255,30.07371",Al Nubareya,,
7940,Administrative region,,"13.14408,-14.10594",SODAGRI,,"SODAGRI intervenes in 5 areas:
- Kolda Region
- Sédhiou Region
- Ziguinchor Region
- Kédougou Region
- Region of Tambacounda with the exception of the department of Bakel"
7941,Coordinates,Tambacounda,"13.81642,-13.95679",Global business,,
7966,Administrative region,"Kobo, Ethiopia","12.15365,39.63633",,,The Kiwo project is based in Northern Wolo region Raya Kobo District
7967,Administrative region,"Amhara, Ethiopia","11.34942,37.97846",,,"The project is based in Amhara Region, Oromia  special zone, Dewachefa district and Woldi kebele."
7968,Administrative region,"West Gonder, Ethiopia","10.97379,37.46814",,,"The project is based in Amhara Region West Gonder zone, West Aremachiho district"
7970,Administrative region,"West Gondar, Ethiopia","12.60395,37.45099",,,"The company based in Amhara Regional State Western Gonder zone, West Aremachiho district in  Abedrafi 2 kebele"
7971,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,"The company based in West Gonder zone, West Aremachiho district in Abedrafi 2 kebele"
7979,Approximate location,"Keur Moussa, Sénégal","14.78021,-17.11596",Minam Export,,
7981,Approximate location,"Keur Moussa, Sénégal","14.78021,-17.11596",Cimenterie Dangote,,
7984,Administrative region,"Keur Moussa, Sénégal","14.78021,-17.11596",SOCOCIM,,
7985,Exact location,"SIAT Nigeria Limited, Nigeria","5.16436,6.74042",,,"The Elele Estate is located along Elele - Ahoada Road, Rivers State."
7986,Administrative region,"Keur Moussa, Sénégal","14.78021,-17.11596",Société Sénégalaise des Phosphates de Thiès (SSPT),,
7988,Administrative region,"Keur Moussa, Sénégal","14.78021,-17.11596",Senfruit,,
7989,Administrative region,"Keur Moussa, Sénégal","14.78021,-17.11596",Sepam,,
8049,Administrative region,"Koungheul, Sénégal","13.98021,-14.80169",Cheikh Ibra Fall,,
8051,Administrative region,"Koungheul, Sénégal","13.98021,-14.80169",Serigne Sidi Niang,,
8052,Administrative region,"Koungheul, Sénégal","13.98021,-14.80169",Serigne Mourtalla Mbacké,,
8063,Exact location,"Tain II Forest Reserve, Ghana","7.64415,-2.58927",,,"Form Ghana has obtained a lease for 110 compartments in Tain II Forest Reserve:  30-32, 34-38, 42-52, 54-63, 65-74, 76-92, 99, 102-104, 108, 110-115, 118-126, 135, 136 and 138-140 (block A, 81 compartments), 193, 205, 207, 216-224 and 226 (block B, 13 compartments) and 150-152, 155, 157, 158, 160, 162, 182, 183, 185-188, 212 and 213 (block C, 16 compartments)
Shapefile produced from map on company website"
8070,Administrative region,"Kibanda, Uganda","-0.75,31.6",,,"The project is located in Kisalanda village, Kakwoko – Mutunda parish, Kibanda County, Kiryandongo district. It’s registered on Block 7, Plot 66, 67, and 68, Kibanda County, Kiryandongo district."
8074,Administrative region,"Ranérou, Sénégal","15.29543,-13.95791",Serigne Ndongo,,
8075,Administrative region,"Saraya, Sénégal","12.83637,-11.75523",CONCESSION DE CHASSE  FRANÇOIS HUARD,,
8076,Administrative region,"Ogo, Sénégal","15.54844,-13.2981",Nabadji minerals phosphates,,
8080,Administrative region,"Matam, Sénégal","15.66002,-13.25769",Permis de Thilogne phosphates,,
8082,Coordinates,"Afram Headwaters Forest Reserve, Ghana","7.21011,-1.69487",,,"Offinso district. 
Compartments/series: 12-14, 17-23, 29-31, 112-114, 116-118; 41, 43, 45, 47, 80-86, 96-100, 104, 105"
8084,Exact location,"Khossanto, Senegal","13.1206,-11.98884",Massawa concession,,Boundaries based on technical report available via the investor website.
8088,Administrative region,"Vélingara, Sénégal","13.14408,-14.10594",PROGED 2,,
8089,Administrative region,"Vélingara, Sénégal","13.14408,-14.10594",PROGED 2,,
8093,Administrative region,"Koungheul, Sénégal","13.98021,-14.80169",PROGED 2,,
8109,Administrative region,"Keur Momar Sarr, Sénégal","15.9231,-15.96264",Enda tiers monde,,
8111,Administrative region,"Rao, Sénégal","15.92264,-16.39642",Les fermes de la teranga,,
8124,Approximate location,"Ilula, Tanzania","-7.67837,36.03905",,,"Farm for the Future is located in Ilula, Kilolo District in the Iringa Region of Tanzania."
8125,Administrative region,"Saraya, Sénégal","12.83637,-11.75523",IAM GOLD,,
8129,Administrative region,"Keur Momar Sarr, Sénégal","15.9231,-15.96264",Prodac,,
8130,Administrative region,"Keur Momar Sarr, Sénégal","15.9231,-15.96264",Prodac,,
8131,Administrative region,"Diendé, Sénégal","12.7896,-15.5577",Bari,,
8132,Administrative region,"Keur Momar Sarr, Sénégal","15.9231,-15.96264",Biosoy,,
8133,Administrative region,"Mampatim Maounde, Sénégal","12.89247,-14.33555",Rizerie Kissal  patim,,
8135,Administrative region,"Bambey, Sénégal","14.69651,-16.45826",Prodac,,
8141,Administrative region,"Minya, Qism Minya, Minya, Menia Governorate, Egypt","28.0871,30.76184",,,El-Minya is located 200 km south of Cairo.
8143,Administrative region,"Ismailia, Al Ismailia, Ismailia Governorate, Egypt","30.59649,32.27146",,,Ismailia
8157,Exact location,"Analaiva, Madagascar","-20.28749,44.47141",,,
8159,Administrative region,"Medina Yoro-Foula, Sénégal","13.28891,-14.71435",Prodac,,
8160,Administrative region,"Tambacounda, Sénégal","13.77259,-13.67101",Serigne mourtalla Fall,,
8168,Administrative region,"Ziguinchor, Sénégal","12.56415,-16.26398",Aménagement de la vallée de boffa bayotte pour la  riziculture,,
8170,Administrative region,"Ranérou, Sénégal","15.29543,-13.95791",Falilou Ndaw,,
8171,Administrative region,"Fatick, Sénégal","14.33902,-16.41114",Groupement NDIOCTOR,,
8172,Administrative region,"Podor, Sénégal","16.66006,-14.95933",Cuvette Aéré Lao,,
8218,Administrative region,"Sofala Province, Mozambique","-19.20391,34.86242",,,"Sofala Province, Chibabava district"
8229,Exact location,"Caledon, 7230, South Africa","-34.23131,19.38166",,5km west of Caledon in the Western Cape province,
8237,Exact location,South Africa,"-28.88257,19.56518",,,"Konkoonsies Farm, Portion 6.  About 31km north-west from Pofadder."
8239,Exact location,"Bujagali Hydropower Plant, Uganda","0.49752,33.14102",,,
8243,Administrative region,"Sièr, Sénégal","16.07593,-15.89289",Senegindia,,
8244,Administrative region,"Koumpenntoum, Sénégal","13.97794,-14.56261",Serigne Saliou Seck Agro,,
8245,Approximate location,"Diass, Sénégal","14.64175,-17.02392",VAN-ORS,,
8247,Administrative region,"Sangalkam, Sénégal","14.77897,-17.22601",Prodac,,
8250,Administrative region,"Dabia, Sénégal","15.91427,-13.51574",,,
8251,Administrative region,"Ranérou, Sénégal","15.29543,-13.95791",Gamou ndiaye,,
8252,Administrative region,"Koumpenntoum, Sénégal","13.97794,-14.56261",Baba Thiam Foresterie,,
8253,Administrative region,"Louga, Sénégal","15.61418,-16.22868",Diandam Fam Agro,,
8254,Administrative region,"Niomre, Sénégal","15.6753,-16.11546",Serigne Lo Agro,,
8260,Administrative region,"Tambacounda, Sénégal","13.77259,-13.67101",Ferme de Dougué,,
8276,Administrative region,"Cabo Delgado Province, Mozambique","-12.33355,39.32062",,,"Rovuma LNG project is located in Afungi Peninsula, in the Cabo Delgado Province of Mozambique."
8278,Administrative region,"Amoron'i Mania, Madagascar","-20.6284,46.67053",,,
8278,Administrative region,"Vakinankaratra, Madagascar","-19.71847,46.67053",,,
8278,Administrative region,"Matsiatra, Madagascar","-21.05831,46.52864",,,"Malto having its headquarters as well as its malt plant in Antsirabe,  however active are undergoing in three regions, namely: The Vakinankaratra region, Amoron'i Mania region, Matsiatra region"
8281,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,"The company was established in West Gondar region, West Aremachiho district and Terfwork village"
8283,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,"The company established in West Gondar region, West Aremachiho district and Abotire village"
8284,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,The company was established in West Gondar region and West Aremachiho district
8293,Coordinates,"Awutu Breku, Ghana","5.55223,-0.54647",,,From satellite imagery it appears that the shape of the parcels looks like pineapple crops (analysed by Astrid Verhegghen).
8298,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,"The company was established in West Gondar region, West Aremachiho district and in Abedrafi
village"
8301,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,"The company was established in West Gondar region, West Aremachiho district and in Abotire village"
8304,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,"The company was established in West Gondar region, West Aremachiho district and in Kordem village"
8305,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,"The company was established in West Gondar region, West Aremachiho district and in Abedrafi village"
8311,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,"The company was established in West Gondar region, West Aremachiho district and in Korhumer village"
8313,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,The company is located in West Gondar region in West Aremachiho district
8314,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,The company is located in West Gondar zone West Aremachiho district
8315,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,The company is located in West Gondar zone West Aremachiho district and in Abederafi 01 village
8316,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,The company is located in West Gondar region in West Aremachiho district and in Abederafi village
8317,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,The company is located in West Gondar region in West Aremachiho district and in Abederaf village
8331,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,The company is located in West Gondar region in West Aremachiho district and in Senar village
8332,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,The company is located in West Gondar region in West Aremachiho district and in Terfwork village
8334,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,The company is located in West Gondar region in West Aremachiho district and in Abederafi village
8335,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,The company is located in West Gondar region in West Aremachiho district and in Korhumer village
8336,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,The company is located in West Gondar region in West Aremachiho district and in Abotire village
8337,Administrative region,"Gondar, Ethiopia","12.60302,37.45213",,,The company is located in West Gondar region in West Aremachiho district and in Meder Genet  village
